publishedtime,desc,likes,reposts,views,replies,bookmarks,tweeturl,contenturl
Fri Aug 11 21:14:54 +0000 2023,"Лига Опасного Интернета 

На стриминге:

https://t.co/XOKUkx2Pv0

Забирайте разбирайте ⏱️ https://t.co/mx4uCWuE8T",3057,97,103286,45,8,https://x.com/norimyxxxo/status/1690109558193008640,https://pbs.twimg.com/media/F3R5niSWQAA4l43.jpg
Fri Aug 11 12:57:19 +0000 2023,"OXXXYMIRON — Лига Опасного Интернета (2023):

https://t.co/fE23Adp8RU

Мировой тур продолжается: https://t.co/NElSz00VTx https://t.co/9lANrgeElj",4064,401,1181529,162,62,https://x.com/norimyxxxo/status/1689984338505375745,https://pbs.twimg.com/ext_tw_video_thumb/1689984281341292545/pu/img/IIwsmp1MGenOxZ9N.jpg
Mon Aug 07 18:07:42 +0000 2023,"Oxxxymiron — * (11.08)

https://t.co/1VgRLD3wrT https://t.co/1NZAVxTrT4",2535,185,140690,134,26,https://x.com/norimyxxxo/status/1688612899550269441,https://pbs.twimg.com/ext_tw_video_thumb/1688612340307030017/pu/img/GWSVsSWlV-265SaY.jpg
Thu Mar 30 16:36:00 +0000 2023,"Спасибо: Рига!

https://t.co/BTywxkjWvH

Новый дневничок. На очереди Лондон, Прага, Оффенбах, Тель-Авив — идет монтаж

Осенью концерты в Аргентине, США, Канаде; потом Азия и Африка. 
Все билеты:
oxxxytour .com",593,18,87724,38,0,https://x.com/norimyxxxo/status/1641479400460890123,None
Wed Mar 29 16:13:28 +0000 2023,"Тур: Послесловие — 2 

(Много букв в моем тг):

https://t.co/LChuXEM5YR https://t.co/QoM9IO6S7c",604,23,92866,34,1,https://x.com/norimyxxxo/status/1641111341854343174,https://pbs.twimg.com/ext_tw_video_thumb/1641103820158582787/pu/img/aP67d1UtDWUz47kc.jpg
Tue Mar 28 19:10:02 +0000 2023,"Послесловие к туру, номер 1 — у меня тг:

https://t.co/XVof5upBDV

Завтра — текстом. ❤️❤️❤️

А пока вот так: https://t.co/6Iyqwibxhc",1024,19,92165,46,5,https://x.com/norimyxxxo/status/1640793388000727047,https://pbs.twimg.com/media/FsVDzw1X0AYLG8g.jpg
Tue Mar 28 15:32:47 +0000 2023,С ампиром такой кек конечно 😅,2462,61,234619,113,16,https://x.com/norimyxxxo/status/1640738714610458624,None
Tue Mar 28 03:48:27 +0000 2023,"Хотбокс размером с многотысячный клуб 🌳

Вчера трек Лифт звучал максимально .. иммерсивно",1042,24,149140,17,7,https://x.com/norimyxxxo/status/1640561464061702145,None
Mon May 13 17:17:53 +0000 2024,"OXXXYMIRON — МИР ГОРИТ (2024):

https://t.co/U3a6MP9nVo

prod. by PORCHY @kingporchy

EP «НАЦИОНАЛЬНОСТЬ: НЕТ»

СКОРО https://t.co/uUdY4HgJmU",2830,243,151140,106,79,https://x.com/norimyxxxo/status/1790068965126852770,https://pbs.twimg.com/amplify_video_thumb/1790068861733081088/img/hxqXQpygxuAmR6UT.jpg
Mon Mar 27 13:02:02 +0000 2023,"КОНЦЕРТ В ТЕЛЬ-АВИВЕ СЕГОДНЯ БУДЕТ!

Получаем много вопросов, состоится ли шоу сегодня из-за протестов и ситуации на дорогах. Ответ: да, главное — сами приезжайте вовремя, а лучше ЗАРАНЕЕ! Двери открываются с 19:00

Билеты: https://t.co/NElSz00VTx 
И НА ВХОДЕ !

До скорого 🦾 https://t.co/eKJpd0YbJX",399,10,61407,12,0,https://x.com/norimyxxxo/status/1640338388728291329,https://pbs.twimg.com/media/FsOmzg-WAAIIvgM.jpg
Sun Mar 26 20:58:09 +0000 2023,"Спасибо: Вена! (World Tour 2023)

https://t.co/cjQVH3gMzU

Дневнички из других городов (Лондон/Оффенбах/Прага/Рига) — скоро

Билеты на все города мирового тура: окситур.ком

*А теперь угадайте: кого мы спецом пригласили снимать заключительный концерт в Тель-Авиве (уже) сегодня?",434,12,67815,35,1,https://x.com/norimyxxxo/status/1640095818932797442,None
Sun Mar 26 19:45:21 +0000 2023,"Тель-Авив завтра! 27 марта

Это будет разъебалово

Заключительный концерт первой части мирового тура, плюс я впервые в Израиле с 7 или 8-летнего возраста, Вечный Жид &amp; эпик шит

БИЛЕТЫ: https://t.co/NElSz00VTx
+ на входе

Потом не жалуйтесь, что пропустили или пожалели шекелей! https://t.co/st2UZflvnw",421,11,59774,21,0,https://x.com/norimyxxxo/status/1640077496954544130,https://pbs.twimg.com/media/FsK4Ei7XwAQur_a.jpg
Sun Mar 26 19:34:43 +0000 2023,"Ща будет новый дневник из еще одного города

А пока вот вам вчерашнее ""НЛО"" из Риги с незапланированным, но таким красивым и ритмически верным исчезновением бита 😅

Возможно, в этот момент аппаратуру захватили инопланетные сущности https://t.co/09qyGvd49k",995,40,82779,26,21,https://x.com/norimyxxxo/status/1640074822888587266,https://pbs.twimg.com/ext_tw_video_thumb/1640073780457271296/pu/img/CnKO167SyTZTyYkc.jpg
Sat Mar 25 17:48:17 +0000 2023,"Спасибо: Берлин (World Tour 2023)

https://t.co/xb4Y7soeDn

Новый дневничок.

Ну а билеты на заключительный концерт в Тель-Авиве на окситур.ком + на входе! 

Будет эпик. Как и сегодня в Риге",468,16,64350,15,3,https://x.com/norimyxxxo/status/1639685648176103426,None
Sat Mar 25 01:07:57 +0000 2023,"Чувихи и чуваки! Видосы из Лондона, Праги, Оффенбаха и Берлина еще будут, они все в работе. Монтаж пока не готов из-за перелетов и конциков

Вена — FUCKING AWESOME
ожиданий не было, в итоге всей командой дружно охуели

Сразу дальше, сегодня РИГА. 

Билеты: https://t.co/NElSz00VTx https://t.co/HxMZsueLCa",569,8,69534,18,0,https://x.com/norimyxxxo/status/1639433906171654146,https://pbs.twimg.com/media/FsBvQu4WYAE9K-k.jpg
Fri Mar 24 12:25:17 +0000 2023,"Проснулся, удивился, и конечно же хочу вам напомнить, что у меня ближайшие концерты: 

ВЕНА, АВСТРИЯ — сегодня (24.03) — GASOMETER

РИГА, ЛАТВИЯ — суббота (25.03) — ARENA RIGA 

ТЕЛЬ-АВИВ — понедельник (27.03) — EXPO

Билеты на  https://t.co/NElSz00VTx и на входе https://t.co/bk6kBNoVk1",3431,75,777731,250,60,https://x.com/norimyxxxo/status/1639241975294468098,https://pbs.twimg.com/media/Fr_A7feWwAEIRi_.jpg
Thu Mar 23 20:05:30 +0000 2023,"ВПЕРВЫЕ В ВЕНЕ 🥸 

24.03 — мой иммерсивный театр в клубе GASOMETER (бывший Bank of Austria Hall)

Билеты:  https://t.co/NElSz01tJ5

И на входе тоже будут! https://t.co/TgTJlvx420",420,10,75149,16,0,https://x.com/norimyxxxo/status/1638995404095389696,https://pbs.twimg.com/media/Fr7hDLBX0AY9NsV.jpg
Thu Mar 23 17:35:31 +0000 2023,"Deutschland 2016/2023

@JohnnyRudeboy @igorleonidovic 

Переснимали по памяти! https://t.co/a0hDI91Ru0",2057,92,97561,35,25,https://x.com/norimyxxxo/status/1638957662535557162,https://pbs.twimg.com/media/Fr6-GZBWIA40FUI.jpg
Thu Mar 23 01:59:10 +0000 2023,https://t.co/rE7O3q6fDH,911,12,95348,7,8,https://x.com/norimyxxxo/status/1638722020690083841,https://pbs.twimg.com/ext_tw_video_thumb/1638721895225872384/pu/img/QHfVdgMISfESsIY-.jpg
Tue Mar 21 23:19:37 +0000 2023,"https://t.co/NElSz00VTx — билеты

С Е Г О Д Н Я : https://t.co/F7kA3Elit7",396,6,55640,10,0,https://x.com/norimyxxxo/status/1638319483214241794,https://pbs.twimg.com/media/Frx6s6HXoAAyYYa.jpg
Mon Mar 20 17:06:53 +0000 2023,"Спасибо: Париж (World Tour 2023) 
Дневничок вышел!

Выпуск из Лондона еще в работе.

NEXT:
БЕРЛИН (22 марта), ВЕНА (24 марта), РИГА (25 марта), ТЕЛЬ-АВИВ (27 марта)

https://t.co/37fNjs0EcH

Билеты: окситур.ком + на входе!",511,20,54155,21,1,https://x.com/norimyxxxo/status/1637863291547443218,None
Sun Mar 19 19:09:21 +0000 2023,"ЗАВТРА ОФФЕНБАХ
В СРЕДУ — БЕРЛИН

БИЛЕТЫ:
https://t.co/NElSz00VTx https://t.co/vGvXqq3KaZ",445,12,52768,14,0,https://x.com/norimyxxxo/status/1637531724748840964,https://pbs.twimg.com/media/FrmuKQ7WAAEJee6.jpg
Fri Mar 17 12:38:59 +0000 2023,"Спасибо: Варшава день 1 &amp; 2 (World Tour 2023) 🌪️

https://t.co/1lNiBoRQNc

NEXT: 
ПРАГА (сегодня)
ОФФЕНБАХ (20 марта)
БЕРЛИН (22 марта)
ВЕНА (24 марта)
РИГА (25 марта)
ТЕЛЬ-АВИВ (27 марта)

Билеты, как и всегда, на oxxxytour . com  +  на входе",470,18,48495,14,0,https://x.com/norimyxxxo/status/1636708709819662342,None
Thu Mar 16 20:22:59 +0000 2023,"Нихуя не успеваю сюда писать, чекайте инсту и тг 
Не успеваю переваривать впечатления
Париж разъебал меня, я разъебал Париж. Если были на концерте — спасибо. Я надолго его запомню

Завтра Прага. Ожидания как от второй Варшавы 😈😈😈

Билеты: https://t.co/NElSz00VTx и на входе https://t.co/plMyx2djmj",871,23,60149,42,0,https://x.com/norimyxxxo/status/1636463090513354758,https://pbs.twimg.com/media/FrXhBgEWcAAgLD5.jpg
Wed Mar 15 14:31:05 +0000 2023,"Сегодня Париж 🌍

билеты: https://t.co/NElSz00VTx + будут продаваться на входе https://t.co/mORmTZDejO",408,7,42105,8,0,https://x.com/norimyxxxo/status/1636012143769182209,https://pbs.twimg.com/media/FrRIJqEWAAI456w.jpg
Tue Mar 14 19:33:23 +0000 2023,"Открытка себе 23-летнему, живущему на Кэннинг Таун ровно через реку от О2 https://t.co/mdMCO4Sbmj",2077,53,93567,46,11,https://x.com/norimyxxxo/status/1635725834802659330,https://pbs.twimg.com/media/FrNB63uXgAoxXHO.jpg
Mon Mar 13 15:29:30 +0000 2023,Есть,779,3,113453,87,2,https://x.com/norimyxxxo/status/1635302070680182784,None
Mon Mar 13 15:26:45 +0000 2023,"Да, сегодня в Лондоне будет мерч 

И во всех других городах тоже 🌍",400,4,64378,7,0,https://x.com/norimyxxxo/status/1635301378842312710,None
Mon May 13 17:17:53 +0000 2024,"OXXXYMIRON — МИР ГОРИТ (2024):

https://t.co/U3a6MP9nVo

prod. by PORCHY @kingporchy

EP «НАЦИОНАЛЬНОСТЬ: НЕТ»

СКОРО https://t.co/uUdY4HgJmU",2830,243,151140,106,79,https://x.com/norimyxxxo/status/1790068965126852770,https://pbs.twimg.com/amplify_video_thumb/1790068861733081088/img/hxqXQpygxuAmR6UT.jpg
Mon Mar 13 12:28:04 +0000 2023,"LONDON TONIGHT

Tickets: https://t.co/NElSz01tJ5 https://t.co/UNSLxm6xXv",663,25,41621,20,5,https://x.com/norimyxxxo/status/1635256410224336898,https://pbs.twimg.com/ext_tw_video_thumb/1635255943419031552/pu/img/ILMTdUBvYGOYetP7.jpg
Sun Mar 12 21:44:53 +0000 2023,"Спасибо: Кишинёв (World Tour 2023) 🤯

https://t.co/iStuMvGSgV

NEXT: ЛОНДОН (13 марта), ПАРИЖ (15 марта), ПРАГА (17 марта), ОФФЕНБАХ (20 марта), БЕРЛИН (22 марта).

Билеты и все даты: окситур.ком",472,14,45419,15,0,https://x.com/norimyxxxo/status/1635034150842535937,None
Sun Mar 12 14:34:50 +0000 2023,"Завтра Лондон. 

В 2008-11 пару раз выступал в местных барах с грин парк тусой
2016 – странный мини-концерт в актовом зале (?) колледжа
2022 — RAW, на который люди шли не совсем из-за меня

Так что завтра — мой первый полноценный лондонский концерт

Tix: https://t.co/NElSz00VTx https://t.co/Vu9FuYF3n9",812,14,56854,36,2,https://x.com/norimyxxxo/status/1634925925526634501,https://pbs.twimg.com/media/FrBo63dXgAI1t4y.jpg
Sun Mar 12 13:33:04 +0000 2023,Только неправильные ответы https://t.co/f7N87nohB6,1445,35,121601,119,13,https://x.com/norimyxxxo/status/1634910378978160640,https://pbs.twimg.com/media/FrBSa4nXoAMQB5M.jpg
Fri Mar 10 15:31:22 +0000 2023,"Два концерта подряд в Варшаве. Я выспался и готов разъебывать

Сегодня (пятница, 10ое) у нас солдаут. Возможно на входе еще будет пара десятков билетов, но не берите с рук, только в кассе

На завтра (суббота, 11ое) еще есть билеты:

https://t.co/NElSz00VTx https://t.co/7hlEjKXkPa",786,20,54684,30,0,https://x.com/norimyxxxo/status/1634215374550859778,https://pbs.twimg.com/media/Fq3lR2pWIAY6x3k.jpg
Thu Mar 09 20:47:32 +0000 2023,"Спасибо: Стамбул (World Tour 2023)

https://t.co/X8bSNPFNxM

NEXT: Варшава (10 и 11 марта), Лондон (13 марта), Париж (15 марта), Прага (17 марта)

Билеты сами знаете где",607,13,58776,27,1,https://x.com/norimyxxxo/status/1633932555836686338,None
Tue Mar 07 12:36:46 +0000 2023,"Стамбул — сложно описать, че было. Кайфанул нечеловечески. 

Завтра Кишинев, снова арена, попробуем повторить и переплюнуть, так что готовьтесь 🌍✈️

https://t.co/NElSz00VTx https://t.co/flY7PdnDVU",878,20,58014,34,2,https://x.com/norimyxxxo/status/1633084271656140802,https://pbs.twimg.com/media/Fqng0nTXwAEYMsP.jpg
Tue Mar 07 01:18:49 +0000 2023,"RT @pes_na_meli: концерт @norimyxxxo в стамбуле это разъеб!! мирон выучил ВСЕ тексты (втф??), звук офигенный, публика отзывчивая, трибуны п…",0,41,None,0,0,https://x.com/norimyxxxo/status/1632913661667753984,None
Mon Mar 06 10:48:19 +0000 2023,"Спасибо: Ереван и Лимассол

Дальше: https://t.co/NElSz00VTx

https://t.co/7ZY1u42MvD",520,29,44802,17,0,https://x.com/norimyxxxo/status/1632694593572552704,None
Sun Mar 05 14:56:43 +0000 2023,"Завтра (понедельник) — Стамбул

Билеты на https://t.co/fTpC1C0Phb + будут продаваться на входе.

Плюс с 10 утра для тех, у кого были траблы с оплатой картами будут работать кассы за наличку. подробная инфа тут: 
https://t.co/1rMB0biNQk

Стакан айрана с баклавой за вас! https://t.co/hJkt1IhZ18",467,21,46412,13,0,https://x.com/norimyxxxo/status/1632394714988048385,https://pbs.twimg.com/media/FqduVrDWcAElc7c.jpg
